Pesquisador,Departamento,Titulo do artigo,Ano de Publicação,País de publicação,DOI,Titulo do periódico/revista,ISSN,Volume,Fascículo,Série,Página inicial,Página final,Local de publicação,Autores,Ínicio
202,Genética,Transcriptional Regulators and Regulatory Pathways Involved in Prostate Gland Adaptation to a Hypoandrogen Environment,2019,,10.1590/1678-4685-GMB-2018-0362,GENETICS AND MOLECULAR BIOLOGY,14154757,42,,4,e20180362,,,"Nishan, U ;Rosa-Ribeiro, Rafaela ;BARBOSA, G.O ;Carvalho , H.F.",2016
202,Genética,Impaired gene expression due to iodine excess in the development and differentiation of endoderm and thyroid is associated with epigenetic changes,2019,,10.1089/thy.2018.0658,THYROID,10507256,1,,,3,,,"SERRANO-NASCIMENTO, CAROLINE ;MORILLO-BERNAL, JESÚS ;Rosa-Ribeiro, Rafaela ;NUNES, MARIA TEREZA ;SANTISTEBAN, PILAR",2016
202,Genética,Mechanisms of programmed cell death in the midgut and salivary glands from Bradysia hygida</i> (Diptera: Sciaridae) during pupal-adult metamorphosis,2020,,10.1002/cbin.11404,CELL BIOLOGY INTERNATIONAL,10656995,1,,,1,,,"CASSIA SANTOS PRZEPIURA, THAYLISE ;NAVARRO, ARYELLE M. ;ROSA RIBEIRO, RAFAELA ;GOMES, JOSÉ R. ;PITTHAN, KARINA V. ;MIRANDA SOARES, MARIA A.",2016
202,Genética,Transcription regulators are transiently expressed during the prostate gland adaptation to the hypoandrogenic environment,2019,,10.14670/HH-18-105,HISTOLOGY AND HISTOPATHOLOGY,2133911,34,,,1025,1036,,"NISHAN, UMAR ;ROSA-RIBEIRO, R.;Rosa-Ribeiro, Rafaela;RIBEIRO, RAFAELA DA ROSA;RIBEIRO, RAFAELA ROSA;ROSA'RIBEIRO, RAFAELA;ROSA RIBEIRO, RAFAELA ;CESAR, C. L. ;CARVALHO, H. F.",2016
202,Genética,"The Neurobiology of Zika Virus: New Models, New Challenges",2021,,10.3389/fnins.2021.654078,Frontiers in Neuroscience,1662453X,15,,,1,14,,"MOURA, LUCIANA MONTEIRO ;FERREIRA, VINICIUS LEATI DE ROSSI ;LOUREIRO, RAFAEL MAFFEI ;DE PAIVA, JOSELISA PÉRES QUEIROZ ;Rosa-Ribeiro, Rafaela ;AMARO, EDSON ;SOARES, MILENA BOTELHO PEREIRA ;MACHADO, BIRAJARA SOARES",2016
202,Genética,SARS-CoV-2: A Promising Path in Salivary Diagnosis,2020,,10.2174/1874210602014010343,THE OPEN DENTISTRY JOURNAL,18742106,14,,1,343,344,,"FERNANDES, LARISSA LECI ;BORGES, LEANDRO ;PACHECO, VALERIA BORDALLO ;BERNARDES, ALESSANDRA ;RIBEIRO, RAFAELA ROSA ;JIMENEZ, MANUEL ;HELLER, DEBORA",2016
203,Genética,A note on the variance of the estimate of the fixation index F,2015,,10.1007/s12041-015-0573-2,JOURNAL OF GENETICS,221333,94,,4,759,763,,"OTTO, Paulo A. ;LEMES, Renan B.",2017
203,Genética,Inbreeding estimates in human populations: Applying new approaches to an admixed Brazilian isolate,2018,,10.1371/journal.pone.0196360,PLoS One,19326203,13,,4,e0196360,,,"LEMES, Renan B. ;NUNES, Kelly ;CARNAVALLI, JULIANA E. P. ;KIMURA, LILIAN ;MINGRONI-NETTO, REGINA C. ;MEYER, Diogo ;OTTO, Paulo A.",2017
203,Genética,A model selection approach for multiple sequence segmentation and dimensionality reduction,2018,,10.1016/j.jmva.2018.05.006,JOURNAL OF MULTIVARIATE ANALYSIS,0047259X,167,,,319,330,,"CASTRO, BRUNO M. ;LEMES, Renan B. ;CESAR, JONATAS ;HÜNEMEIER, TÁBITA ;LEONARDI, FLORENCIA",2017
203,Genética,Estimation of Inbreeding and Substructure Levelsin African-Derived Brazilian Quilombo Populations,2014,,10.13110/humanbiology.86.4.0276,HUMAN BIOLOGY,187143,86,,4,276,,,RENAN B. LEMES ;KELLY NUNES ;DIOGO MEYER ;REGINA CÉLIA MINGRONI-NETTO ;PAULO A. OTTO,2017
203,Genética,Selection scan reveals three new loci related to high altitude adaptation in Native Andeans,2018,,10.1038/s41598-018-31100-6,Scientific Reports,20452322,8,,1,12733,,,"JACOVAS, VANESSA C. ;COUTO-SILVA, CAINÃ M. ;NUNES, Kelly ;LEMES, Renan B. ;DE OLIVEIRA, MARCELO Z. ;SALZANO, FRANCISCO M. ;BORTOLINI, MARIA CÁTIRA ;HÜNEMEIER, TÁBITA",2017
203,Genética,"Origin and age of the causative mutations in KLC2, IMPA1, MED25 and WNT7A unravelled through Brazilian admixed populations",2018,,10.1038/s41598-018-35022-1,Scientific Reports,20452322,8,,1,16552,,,"DE FARIAS, ALLYSSON ALLAN ;NUNES, Kelly ;LEMES, Renan Barbosa ;MOURA, RONALD ;FERNANDES, GUSTAVO RIBEIRO ;MELO, UIRÁ SOUTO ;ZATZ, MAYANA ;KOK, FERNANDO ;SANTOS, SILVANA",2017
203,Genética,Genomic insight into the origins and dispersal of the Brazilian coastal natives,2020,,10.1073/pnas.1909075117,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,278424,117,,5,2372,2377,,"CASTRO E SILVA, MARCOS ARAÚJO ;PEREIRA, ALEXANDRE DA COSTA ;COMAS, DAVID ;HÜNEMEIER, TÁBITA ;NUNES, Kelly ;LEMES, Renan Barbosa ;MAS-SANDOVAL, ÀLEX ;GUERRA AMORIM, CARLOS EDUARDO ;KRIEGER, JOSE EDUARDO ;MILL, JOSÉ GERALDO ;SALZANO, FRANCISCO MAURO ;BORTOLINI, MARIA CÁTIRA",2017
203,Genética,"HW_TEST, a program for comprehensive HARDY-WEINBERG equilibrium testing",2020,,10.1590/1678-4685-gmb-2019-0380,GENETICS AND MOLECULAR BIOLOGY (ONLINE VERSION),16784685,43,,2,.,,,"SANTOS, FERNANDO AZENHA BAUTZER ;LEMES, Renan Barbosa ;OTTO, PAULO ALBERTO",2017
203,Genética,The structure of first-cousin marriages in Brazil,2020,,10.1038/s41598-020-72366-z,Scientific Reports,20452322,10,,,15573,,,"LEMES, Renan Barbosa ;SANTOS, SILVANA ;OTTO, Paulo A. ;FARIAS, A. A. ;WELLER, M. ;LIMA, S. O. A. ;ALBINO, V. A. ;MARQUES, Y. ;PARDONO, E. ;BOCANGEL, M. A. P.",2017
203,Genética,Hepatoblastomas exhibit marked NNMT</i> downregulation driven by promoter DNA hypermethylation,2020,,10.1177/1010428320977124,Tumor Biology,14230380,42,,12,101042832097712,,,"RIVAS, MARIA PRATES ;ODONE, VICENTE ;CYPRIANO, MONICA ;DE TOLEDO, SILVIA REGINA CAMINADA ;CARRARO, DIRCE MARIA ;ESCOBAR, MELISSA QUINTERO ;LEE, HANA ;JOHNSTON, MICHAEL ;DA COSTA, CECILIA MARIA LIMA ;DA CUNHA, ISABELA WERNECK ;TASIC, LJUBICA ;AGUIAR, TALITA FERREIRA MARQUES ;PEARSON, PETER L ;ROSENBERG, CARLA ;TIMCHENKO, NIKOLAI ;KREPISCHI, ANA CRISTINA VICTORINO ;MASCHIETTO, MARIANA ;LEMES, RENAN B ;CAIRES-JÚNIOR, LUIZ CARLOS ;GOULART, ERNESTO ;TELLES-SILVA, KAYQUE ALVES ;NOVAK, ESTELA ;CRISTOFANI, LILIAN MARIA",2017
203,Genética,DNA methylation as a key epigenetic player for hepatoblastoma characterization,2021,,10.1016/j.clinre.2021.101684,Clinics and Research in Hepatology and Gastroenterology,22107401,45,,,101684,,,"RIVAS, MARIA PRATES ;DE TOLEDO, SILVIA REGINA CAMINADA ;CARRARO, DIRCE MARIA ;DA CUNHA, ISABELA WERNECK ;DA COSTA, CECILIA MARIA LIMA ;ROSENBERG, CARLA ;KREPISCHI, ANA CRISTINA VICTORINO ;AGUIAR, TALITA FERREIRA MARQUES ;FERNANDES, GUSTAVO RIBEIRO ;LEMES, RENAN B ;CAIRES-JÚNIOR, LUIZ CARLOS ;GOULART, ERNESTO ;TELLES-SILVA, K. ;MASCHIETTO, MARIANA ;CYPRIANO, MONICA",2017
203,Genética,O gene GJB2: da audição ao silêncio,2021,,,Genética na Escola (on line),19803540,16,,1,158,167,,"ANTUNES, L. N. ;KIMURA, LILIAN ;LEMES, RENAN B ;MINGRONI-NETTO, REGINA C. ;BATISSOCO, A. C.",2017
203,Genética,Hyperkyphosis is not dependent on bone mass and quality in the mouse model of Marfan syndrome,2021,,10.1016/j.bone.2021.116073,BONE,87563282,152,,,116073,,,"SOUZA, RODRIGO BARBOSA DE ;REINHARDT, DIETER P. ;GOUVEIA, CECÍLIA HELENA ;PEREIRA, LYGIA V. ;KAWAHARA, ELISA ITO ;FARINHA-ARCIERI, LUIS ERNESTO ;GYURICZA, ISABELA GERDES ;NEOFITI-PAPI, BIANCA ;MIRANDA-RODRIGUES, MANUELA ;TEIXEIRA, MARILIA BIANCA CRUZ GRECCO ;FERNANDES, GUSTAVO RIBEIRO ;LEMES, Renan Barbosa",2017
203,Genética,Haplotypes of single cancer driver genes and their local ancestry in a highly admixed long-lived population of Northeast Brazil,2022,,10.1590/1678-4685-gmb-2021-0172,GENETICS AND MOLECULAR BIOLOGY (ONLINE VERSION),16784685,45,,1,e20210172,,,"GALISA, STEFFANY LARISSA GALDINO ;JACOB, PRISCILA LIMA ;FARIAS, ALLYSSON ALLAN DE ;LEMES, Renan Barbosa ;ALVES, LEANDRO UCELA ;NÓBREGA, JÚLIA CRISTINA LEITE ;ZATZ, MAYANA ;SANTOS, SILVANA ;WELLER, MATHIAS",2017
203,Genética,Population Histories and Genomic Diversity of South American Natives,2021,,10.1093/molbev/msab339,Molecular Biology and Evolution,15371719,39,,1,msab339,,,"CASTRO E SILVA, MARCOS ARAÚJO ;FERRAZ, TIAGO ;COUTO-SILVA, CAINÃ M ;LEMES, RENAN B ;NUNES, Kelly ;COMAS, DAVID ;HÜNEMEIER, TÁBITA",2017
204,Genética,Explorando o emprego dos elementos sino-japoneses na formação de palavras do japonês,2011,,,Revista Virtual de Estudos da Linguagem,16788931,9,,5,40,60,,"NÓBREGA, V. A.",2018
204,Genética,A interface sintaxe-pragmática na formação de palavras: avaliando os pontos de acesso da Enciclopédia na arquitetura da gramática,2014,,,Veredas (UFJF. Online),19822243,18,,1,161,184,,"MINUSSI, R. D. ;NÓBREGA, V. A.",2018
204,Genética,Unifying neoclassical and stem-based compounds: a non-lexicalist approach,2014,,,Linguística (Rio de Janeiro),1808835X,10,,1,74,98,,"SCHER, A. P. ;NÓBREGA, V. A.",2018
204,Genética,Derivando a estrutura dos compostos V-N,2014,,,Estudos Linguísticos (São Paulo. 1978),14130939,43,,1,411,426,,"NÓBREGA, V. A.",2018
204,Genética,The precedence of syntax in the rapid emergence of human language in evolution as defined by the integration hypothesis,2015,,10.3389/fpsyg.2015.00271,Frontiers in Psychology,16641078,6,,,271,,,"NÓBREGA, V. A. ;MIYAGAWA, S.",2018
204,Genética,Composição na Morfologia Distribuída: dos universais à variação,2015,,,Revista Virtual de Estudos da Linguagem,16788931,13,,24,87,119,,"NÓBREGA, V. A.",2018
204,Genética,"Sobre raízes e domínios de interpretação: resenha de 'On the Identity of Roots', de Heide Harley",2015,,,Revista Virtual de Estudos da Linguagem,16788931,13,,24,277,295,,"NÓBREGA, V. A.",2018
204,Genética,Raízes: Primitivos sintáticos defectivos,2015,,,Caderno de Squibs: Temas em estudos formais da linguagem,24471372,1,,1,43,,,"NÓBREGA, V. A.",2018
204,Genética,"Intensifier adjectives in Brazilian Portuguese: Properties, distribution and morphological reflexes",2016,,,Alfa: Revista de Linguística (UNESP. Online),19815794,60,,2,321,351,,"FOLTRAN, M. J. G. D. ;NÓBREGA, V. A.",2018
204,Genética,"Cross-Modality Information Transfer: A Hypothesis about the Relationship among Prehistoric Cave Paintings, Symbolic Thinking, and the Emergence of Language",2018,,10.3389/fpsyg.2018.00115,Frontiers in Psychology,16641078,9,,,1,9,,"MIYAGAWA, S. ;LESURE, C. ;NÓBREGA, V. A.",2018
204,Genética,Headedness and exocentric compounding,2020,,,Word Structure,17501245,13,,2,211,249,,"NÓBREGA, V. A. ;PANAGIOTIDIS, P.",2018
204,Genética,No escape from categorization: An insider's view of compounds,2020,,10.5007/2175-8026.2020v73n3p103,ILHA DO DESTERRO,21758026,73,,3,103,125,,"NÓBREGA, V. A.",2018
204,Genética,O tratamento da morfologia não-concatenativa pela Morfologia Distribuída: O caso dos blends fonológicos,2015,,,Revista Letras,22360999,91,,,158,177,,"NÓBREGA, V. A. ;MINUSSI, R. D.",2018
205,Zoologia,Pleistocene Niche Stability and Lineage Diversification in the Subtropical Spider Araneus omnicolor (Araneidae),2015,,10.1371/journal.pone.0121543,Plos One,19326203,10,,4,e0121543,,,"PERES, ELEN A. ;SOBRAL-SOUZA, THADEU ;PEREZ, MANOLO F. ;BONATELLI, ISABEL A. S. ;SILVA, DANIEL P. ;SILVA, MÁRCIO J. ;SOLFERINI, VERA N.",2015
205,Zoologia,"Cryptic diversity of Agloactenus lagotis (Araneae, Lycosidae) in the Brazilian Atlantic Rainforest: evidence from microsatellite and mitochondrial DNA sequence data.",2015,,10.7324/JABB.2015.3602,JOURNAL OF APPLIED BIOLOGY & BIOTECHNOLOGY,2347212X,3,,6,9,14,,"MACRINI, CAMILA ;PERES, ELEN ;SOLFERINI, VERA",2015
205,Zoologia,Phylogeography of the spider Araneus venatrix (Araneidae) suggests past connections between Amazon and Atlantic rainforests,2017,,10.1093/biolinnean/blx036,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,244066,121,,4,771,785,,"PERES, ELEN A. ;SILVA, MÁRCIO J. ;SOLFERINI, VERA N.",2015
205,Zoologia,Phylogeography of the dry vegetation endemic species Nephila sexpunctata</i> (Araneae: Araneidae) suggests recent expansion of the Neotropical Dry Diagonal,2017,,10.1111/jbi.12998,JOURNAL OF BIOGEOGRAPHY,3050270,44,,9,2007,2020,,"BARTOLETI, LUIZ FILIPE DE MACEDO ;PERES, ELEN ARROYO ;SOBRAL-SOUZA, THADEU ;FONTES, FERNANDA VON HERTWIG MASCARENHAS ;SILVA, MÁRCIO JOSÉ DA ;SOLFERINI, VERA NISAKA",2015
205,Zoologia,Phylogeography of the widespread spider Nephila clavipes</i> (Araneae: Araneidae) in South America indicates geologically and climatically driven lineage diversification,2018,,10.1111/jbi.13217,JOURNAL OF BIOGEOGRAPHY,3050270,x,,,x,,,"BARTOLETI, LUIZ FILIPE DE MACEDO ;PERES, ELEN ARROYO ;FONTES, FERNANDA VON HERTWIG MASCARENHAS ;DA SILVA, MÁRCIO JOSÉ ;SOLFERINI, VERA NISAKA",2015
205,Zoologia,Insights into the evolutionary dynamics of Neotropical biomes from the phylogeography and paleodistribution modeling of Bromelia balansae</i>,2018,,10.1002/ajb2.1167,AMERICAN JOURNAL OF BOTANY,29122,105,,10,1,10,,"LEAL, BÁRBARA S. S. ;MEDEIROS, LILIAN R. ;PERES, ELEN A. ;SOBRAL-SOUZA, THADEU ;PALMA-SILVA, CLARISSE ;ROMERO, GUSTAVO Q. ;CARARETO, CLAUDIA M. A.",2015
205,Zoologia,Phylogeography of Sodreaninae harvestmen (Arachnida: Opiliones: Gonyleptidae): insights into the biogeography of the southern Brazilian Atlantic Forest,2019,,10.1016/j.ympev.2019.05.028,MOLECULAR PHYLOGENETICS AND EVOLUTION,10557903,x,,,xxx,,,"ARROYO PERES, ELEN ;REZENDE BENEDETTI, ALÍPIO ;TAKASHI HIRUMA, SILVIO ;SOBRAL-SOUZA, THADEU ;PINTO-DA-ROCHA, RICARDO",2015
205,Zoologia,"Signature of the Paleo-Course Changes in the São Francisco River as Source of Genetic Structure in Neotropical Pithecopus nordestinus (Phyllomedusinae, Anura) Treefrog",2019,,10.3389/fgene.2019.00728,Frontiers in Genetics,16648021,10,,,728,,,"BRUSCHI, DANIEL PACHECO ;PERES, ELEN ARROYO ;LOURENÇO, LUCIANA BOLSONI ;BARTOLETI, LUIZ FILIPE DE MACEDO ;SOBRAL-SOUZA, THADEU ;RECCO-PIMENTEL, SHIRLEI MARIA",2015
205,Zoologia,A short-range endemic species from south-eastern Atlantic Rain Forest shows deep signature of historical events: phylogeography of harvestmen Acutisoma longipes</i> (Arachnida: Opiliones),2017,,10.1080/14772000.2017.1361479,SYSTEMATICS AND BIODIVERSITY,14772000,16,,2,1,17,,"PERES, ELEN ARROYO ;DASILVA, MÁRCIO BERNARDINO ;ANTUNES, MANUEL ;PINTO-DA-ROCHA, RICARDO",2015
205,Zoologia,Phylogeography of the specialist plant Mandirola hirsuta (Gesneriaceae) suggests ancient habitat fragmentation due to savanna expansion,2019,,10.1016/j.flora.2019.151522,FLORA,3672530,XXX,,,151522,,,"FIORINI, CECILIA F. ;PERES, ELEN ARROYO ;DA SILVA, MÁRCIO JOSÉ ;ARAUJO, ANDRÉA ONOFRE ;BORBA, EDUARDO LEITE ;SOLFERINI, VERA NISAKA",2015
205,Zoologia,"Systematics and phylogeography of the Brazilian Atlantic Forest endemic harvestmen Neosadocus Mello-Leitão, 1926 (Arachnida: Opiliones: Gonyleptidae)",2021,,10.1371/journal.pone.0249746,PLoS One,19326203,16,,6,e0249746,,,"CASTRO-PEREIRA, DANIEL ;PERES, ELEN A. ;PINTO-DA-ROCHA, RICARDO",2015
206,Zoologia,"Two new species of Polycirrus (Polychaeta, Terebellidae) from Abrolhos Archipelago, Brazil",2003,,,Zootaxa (Auckland. Print),11755326,297,,,1,7,,COSTA-PAIVA E. M. ;A R S Garraffoni,2017
206,Zoologia,"A morphometric analysis of Eunice Cuvier (Annelida, Polychaeta) species",2007,,,Revista Brasileira de Zoologia (Online),1018175,24,,2,353,358,,COSTA-PAIVA E. M. ;Paiva P C,2017
206,Zoologia,Anaesthetisation and fixation effects on the morphology of sabellid polychaetes (Annelida: Polychaeta: Sabellidae),2007,,10.1017/S002531540705223X,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,253154,87,,,1127,1132,,"COSTA-PAIVA E. M. ;Paiva P C ;KLAUTAU, M.",2017
206,Zoologia,"Experimental evaluation of rhodoliths as living substrata for infauna at the Abrolhos Bank, Brazil",2007,,,Ciencias Marinas,1853880,33,,4,427,440,,"FIGUEIREDO, M.A.O. ;K Santos de Menezes ;COSTA-PAIVA E. M. ;Paiva P C ;VENTURA, C.R.R.",2017
206,Zoologia,Discovery and evolution of novel hemerythrin genes in annelid worms,2017,,10.1186/s12862-017-0933-z,BMC Evolutionary Biology (Online),14712148,17,,1,85,,,"COSTA-PAIVA, ELISA M. ;WHELAN, NATHAN V. ;WAITS, DAMIEN S. ;SANTOS, SCOTT R. ;SCHRAGO, CARLOS G. ;HALANYCH, KENNETH M.",2017
206,Zoologia,Broad phylogenetic occurrence of the oxygen-binding hemerythrins in bilaterians,2017,,10.1093/gbe/evx181,Genome Biology and Evolution,17596653,9,,10,2580,2591,,"COSTA-PAIVA, ELISA M. ;SCHRAGO, CARLOS G. ;HALANYCH, KENNETH M.",2017
206,Zoologia,Discovery of Novel Hemocyanin-Like Genes in Metazoans,2018,,10.1086/700181,BIOLOGICAL BULLETIN,63185,235,,,1,18,,"COSTA-PAIVA E. M. ;SCHRAGO, CARLOS G. ;COATES, C. ;HALANYCH, K. M.",2017
206,Zoologia,Appropriate assignment of fossil calibration information minimizes the difference between phylogenetic and pedigree mutation rates in humans,2018,,10.3390/life8040049,Life,20751729,8,,49,1,11,,"CAPELLAO, R. T. ;COSTA-PAIVA E. M. ;SCHRAGO, CARLOS G.",2017
206,Zoologia,Newly discovered occurrences and gene tree of the extracellular globins and linker chains from the giant hexagonal bilayer hemoglobin in metazoans,2019,,10.1093/gbe/evz012,Genome Biology and Evolution,17596653,,,3,597,612,,"BELATO, F. A. ;SCHRAGO, CARLOS G. ;COATES, C. ;HALANYCH, K. M. ;COSTA-PAIVA, ELISA M.",2017
206,Zoologia,"Isolation and Characterization of New Polymorphic Microsatellite Markers from the Invasive Worm Branchiomma luctuosum (Grube, 1870) (Annelida)",2019,,,Genomics & Gene Therapy International Journal,26421194,3,,1,1,5,,"BELATO, F. A. ;COSTA-PAIVA E. M. ;VILASBOA, A.",2017
206,Zoologia,Evolutionary History of the Globin Gene Family in Annelids,2020,,10.1093/gbe/evaa134,Genome Biology and Evolution,17596653,12,,10,1719,1733,,"COSTA, F. A. B. ;Coates, Christopher J. ;HALANYCH, K. M. ;WEBER, R. E. ;COSTA-PAIVA E. M.",2017
206,Zoologia,"SABELLIDAE LATREILLE, 1825 (ANNELIDA, POLYCHAETA) FROM ROCAS ATOLL, BRAZIL, WITH THE DESCRIPTION OF A NEW SPECIES",2007,,,Arquivos do Museu Nacional,3654508,65,,3,363,368,,COSTA-PAIVA E. M. ;Paiva P C,2017
207,Zoologia,"Desempenho de dois índices biológicos na avaliação da qualidade das águas do Córrego Vargem Limpa, Bauru, SP, através de macroinvertebrados bentônicos",2007,,,PAN-AMERICAN JOURNAL OF AQUATIC SCIENCES,18099009,2 (3),,3,231,234,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;MOREIRA, Diana Calcidoni ;BOCHINI, Gabriel Lucas ;RUIZ, Sonia Silveira",2012
207,Zoologia,"Hábitos alimentares de larvas de Chironomidae (Insecta: Diptera) do Córrego Vargem Limpa, Bauru, SP, Brasil",2008,,,Biotemas (UFSC),1031643,21 (2),,2,155,159,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;MOREIRA, Diana Calcidoni ;BOCHINI, Gabriel Lucas ;RUIZ, Sonia Silveira",2012
207,Zoologia,"Bioindicadores da qualidade da água: subsídios para um projeto de Educação Ambiental no Jardim Botânico Municipal de Bauru, SP",2009,,,Revista Ciência em Extensão,16794605,5,,1,94,105,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;RODRIGUES, Paula Fernanda Motta ;TALAMONI, Jandira Liria Biscalquini ;RUIZ, Sonia Silveira ;ANDREO, Marília ;BUENO, Samarina Fragoso ;BOCHINI, Gabriel Lucas",2012
207,Zoologia,The immature stages of Labrundinia tenata (Diptera: Chironomidae: Tanypodinae) and redescription of the male,2009,,10.1590/S1984-46702009000300018,Zoologia (Curitiba): an international journal for zoology,19844670,26,,3,541,546,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;FONSECA-GESSNER, Alaide Aparecida",2012
207,Zoologia,"Diversity and abundance of aquatic macroinvertebrates in a lotic environment in Midwestern São Paulo State, Brazil",2009,,10.4136/ambi-agua.72,Revista Ambiente & Água,1980993X,4,,1,37,44,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;MOREIRA, Diana Calcidoni ;RUIZ, Sonia Silveira ;BOCHINI, Gabriel Lucas",2012
207,Zoologia,"Categorização funcional trófica das comunidades de macroinvertebrados de dois reservatórios na região Centro-Oeste do Estado de São Paulo, Brasil",2009,,10.4025/actascibiolsci.v31i1.331,Acta Scientiarum. Biological Sciences (Online),1807863X,31,,1,73,78,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;PAULETO, Gustavo Mayer ;TALAMONI, Jandira Liria Biscalquini ;RUIZ, Sonia Silveira",2012
207,Zoologia,"Composição e diversidade de imaturos de Chironomidae (Insecta, Diptera) no Ribeirão dos Peixes, Dois Córregos, SP",2008,,,Revista Brasileira de Biociências (Impresso),16792343,6 (4),,4,341,346,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;RUIZ, Sonia Silveira ;MOREIRA, Diana Calcidoni ;BOCHINI, Gabriel Lucas",2012
207,Zoologia,"Macroinvertebrados aquáticos em um pequeno reservatório do Parque Zoológico de Bauru, região centro-oeste do Estado de São Paulo, Brasil",2008,,,Revista Brasileira de Zoociências,15176770,10 (3),,3,199,204,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;PAULETO, Gustavo Mayer ;TALAMONI, Jandira Liria Biscalquini ;RUIZ, Sonia Silveira",2012
207,Zoologia,"First record of Chironomidae larvae (Insecta: Diptera) as paratenic host of Gordioidea immatures (Nematomorpha: Gordioida) in an Atlantic Forest stream, Brazil",2008,,,Chironomus Newsletter on Chironomidae Research,18915426,21,,,20,21,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;ROQUE, Fabio Oliveira ;FONSECA-GESSNER, Alaide Aparecida",2012
207,Zoologia,"Functional feeding habits of Chironomidae larvae (Insecta, Diptera) in a lotic system from Midwestern region of São Paulo State, Brazil",2008,,,Pan-American Journal of Aquatic Sciences,18099009,3 (2),,2,135,141,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;RUIZ, Sonia Silveira ;BOCHINI, Gabriel Lucas ;MOREIRA, Diana Calcidoni",2012
207,Zoologia,"Macroinvertebrados aquáticos do reservatório do rio Batalha para a captação das águas e abastecimento do município de Bauru, SP, Brasil",2009,,10.4136/ambi-agua.87,Revista Ambiente & Água,1980993X,4,,2,66,74,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;BOCHINI, Gabriel Lucas ;RUIZ, Sonia Silveira ;MOREIRA, Diana Calcidoni",2012
207,Zoologia,"Avaliação da importância da unidade de conservação na preservação da diversidade de Chironomidae (Insecta: Diptera) no córrego Vargem Limpa, Bauru, Estado de São Paulo, Brasil",2008,,10.4025/actascibiolsci.v29i4.883,Acta Scientiarum. Biological Sciences (Online),1807863X,29,,4,401,405,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;MOREIRA, Diana Calcidoni ;RUIZ, Sonia Silveira ;BOCHINI, Gabriel Lucas",2012
207,Zoologia,"Temporal variation of Chironomidae larvae (Insecta, Diptera) in the Batalha River, Midwestern São Paulo State, Brazil",2009,,,Ciência et Praxis (Impresso),19845782,2,,2,7,12,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;SILVEIRA, André Luiz ;TALAMONI, Jandira Liria Biscalquini ;RUIZ, Sonia Silveira",2012
207,Zoologia,"New species of Cryptochironomus</i> Kieffer, 1918 (Diptera: Chironomidae: Chironominae) from Brazil",2010,,,Zootaxa (Online),11755334,2614,,,18,32,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;TRIVINHO-STRIXINO, Susana ;OLIVEIRA, Heliana Rosely Neves",2012
207,Zoologia,Chironomidae Types (Insecta: Diptera) at The Academy of Natural Sciences of Philadelphia,2010,,10.1635/053.159.011,Proceedings of the Academy of Natural Sciences of Philadelphia,973157,159,,,213,228,,"SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;GELHAUS, Jon",2012
207,Zoologia,"A new species of Parachironomus</i> Lenz, 1921 (Diptera: Chironomidae: Chironominae), and description of immature stages of two other species from the Neotropical Region",2010,,,Zootaxa (Online),11755334,2689,,,1,14,,"TRIVINHO-STRIXINO, Susana ;SILVA, Fabio Laurindo;SILVA, FABIO LAURINDO DA;SILVA, FABIO L.;SILVA, F. L. ;ROQUE, Fabio Oliveira",2012
